,id_cliente,data_cadastro,tempo_uso,qtde_pedidos,valor_medio,uso_cupom,usou_app_ultimo_mes,cancelou,categoria_tempo_uso
909,910,2024-09-18,272,6,134.59,1,usou,0,antigo
910,911,2024-08-28,293,2,106.22,1,não usou,0,antigo
911,912,2024-11-12,217,9,82.35,0,usou,0,antigo
912,913,2023-07-08,710,2,79.73,1,usou,0,antigo
913,914,2023-08-21,666,7,51.58,0,usou,0,antigo
914,915,2024-10-28,232,4,66.3,0,usou,0,antigo
915,916,2024-05-14,399,4,90.17,0,não usou,0,antigo
916,917,2023-09-30,626,6,99.06,1,não usou,0,antigo
917,918,2025-04-20,58,7,76.47,0,usou,1,intermediário
918,919,2024-06-09,373,7,62.01,0,usou,0,antigo
919,920,2023-11-05,590,5,92.36,0,usou,0,antigo
920,921,2023-07-26,692,6,61.49,1,usou,0,antigo
921,922,2024-01-05,529,6,46.69,0,usou,0,antigo
922,923,2024-04-06,437,8,105.38,0,não usou,0,antigo
923,924,2024-02-26,477,7,69.74,0,usou,0,antigo
924,925,2023-11-28,567,5,104.49,0,usou,0,antigo
925,926,2024-06-04,378,1,48.24,0,usou,0,antigo
926,927,2024-02-25,478,9,53.1,0,usou,0,antigo
927,928,2024-03-05,469,4,10.0,0,não usou,0,antigo
928,929,2025-01-28,140,4,84.78,0,usou,0,intermediário
929,930,2025-04-30,48,10,59.13,0,usou,0,intermediário
930,931,2024-04-06,437,4,55.37,0,não usou,0,antigo
931,932,2024-01-19,515,4,96.13,0,usou,0,antigo
932,933,2025-01-21,147,3,108.44,1,usou,0,intermediário
933,934,2025-03-24,85,3,70.82,1,usou,1,intermediário
934,935,2024-05-09,404,10,104.81,1,usou,0,antigo
935,936,2023-12-29,536,0,34.64,0,não usou,0,antigo
936,937,2025-03-26,83,3,64.52,0,usou,1,intermediário
937,938,2023-08-19,668,7,143.74,1,não usou,0,antigo
938,939,2024-06-16,366,5,133.49,0,usou,0,antigo
939,940,2023-07-02,716,6,72.58,1,usou,0,antigo
940,941,2025-01-18,150,7,42.5,0,usou,0,intermediário
941,942,2024-08-08,313,2,91.15,0,usou,1,antigo
942,943,2023-07-27,691,6,137.87,0,usou,0,antigo
943,944,2024-03-14,460,8,81.4,0,não usou,0,antigo
944,945,2023-12-08,557,4,58.25,0,não usou,0,antigo
945,946,2024-11-02,227,7,53.13,1,usou,0,antigo
946,947,2023-08-09,678,4,115.68,1,usou,0,antigo
947,948,2025-02-12,125,8,100.02,1,não usou,0,intermediário
948,949,2024-11-04,225,4,109.83,0,usou,0,antigo
949,950,2023-07-18,700,4,87.64,1,não usou,0,antigo
950,951,2025-01-22,146,2,55.77,0,usou,0,intermediário
951,952,2023-07-11,707,4,68.25,0,não usou,0,antigo
952,953,2023-12-26,539,7,101.36,1,usou,0,antigo
953,954,2023-11-18,577,5,50.93,0,usou,0,antigo
954,955,2025-03-29,80,2,23.81,0,não usou,0,intermediário
955,956,2023-07-02,716,7,141.33,1,usou,0,antigo
956,957,2024-10-11,249,5,79.88,0,usou,0,antigo
957,958,2023-10-13,613,5,78.76,0,não usou,0,antigo
958,959,2023-12-19,546,7,72.98,0,usou,0,antigo
959,960,2023-09-23,633,4,74.12,0,usou,0,antigo
960,961,2024-06-18,364,3,110.43,0,não usou,1,antigo
961,962,2024-11-17,212,4,99.56,0,não usou,1,antigo
962,963,2023-09-13,643,7,118.97,1,não usou,0,antigo
963,964,2024-08-28,293,5,100.03,1,usou,0,antigo
964,965,2023-12-03,562,6,80.33,0,não usou,0,antigo
965,966,2024-06-12,370,1,35.56,0,usou,1,antigo
966,967,2024-12-11,188,5,99.25,1,usou,0,antigo
967,968,2024-01-02,532,7,136.52,0,usou,0,antigo
968,969,2025-02-01,136,7,126.17,1,usou,0,intermediário
969,970,2024-03-29,445,3,86.24,1,não usou,0,antigo
970,971,2023-10-25,601,7,116.25,0,usou,1,antigo
971,972,2024-09-29,261,4,27.34,0,usou,0,antigo
972,973,2024-09-30,260,5,39.79,1,não usou,0,antigo
973,974,2025-01-17,151,4,70.41,0,usou,0,intermediário
974,975,2024-12-25,174,5,101.63,1,não usou,0,intermediário
975,976,2023-09-13,643,5,89.59,1,usou,0,antigo
976,977,2025-02-10,127,1,49.52,0,usou,0,intermediário
977,978,2025-03-14,95,1,68.98,0,não usou,0,intermediário
978,979,2023-10-22,604,5,29.57,1,usou,0,antigo
979,980,2024-02-13,490,7,65.0,0,não usou,0,antigo
980,981,2023-09-08,648,6,49.98,0,não usou,0,antigo
981,982,2024-09-08,282,5,54.35,0,usou,0,antigo
982,983,2023-07-06,712,7,62.23,1,não usou,0,antigo
983,984,2024-02-14,489,4,89.81,0,usou,1,antigo
984,985,2024-09-06,284,7,73.77,0,usou,0,antigo
985,986,2024-11-24,205,6,119.64,0,não usou,0,antigo
986,987,2024-04-03,440,4,93.38,1,usou,0,antigo
987,988,2024-04-20,423,2,88.99,0,não usou,0,antigo
988,989,2024-12-23,176,1,59.33,1,usou,0,intermediário
989,990,2023-11-18,577,1,94.03,1,usou,0,antigo
990,991,2023-08-15,672,5,89.41,1,usou,0,antigo
991,992,2024-09-18,272,0,35.46,1,usou,0,antigo
992,993,2024-12-04,195,8,36.68,0,usou,0,antigo
993,994,2025-03-23,86,9,93.35,0,não usou,1,intermediário
994,995,2024-10-16,244,4,125.15,0,usou,0,antigo
995,996,2023-12-22,543,5,103.46,0,usou,0,antigo
996,997,2023-09-04,652,6,82.57,0,não usou,0,antigo
997,998,2024-12-09,190,3,28.53,0,não usou,0,antigo
998,999,2025-02-06,131,2,93.78,1,não usou,0,intermediário
999,1000,2024-02-06,497,8,71.16,0,não usou,0,antigo
